代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),均价(元)
512200.SH,南方中证全指房地产ETF,2017-12-28,0.95,0.95,0.96,0.95,0.95,85400,81592,-0.00,-0.1048,0.9554
512200.SH,南方中证全指房地产ETF,2017-12-29,0.95,0.95,0.97,0.95,0.97,3821400,3683883,0.01,1.4690,0.9640
512200.SH,南方中证全指房地产ETF,2018-01-02,0.97,0.97,1.00,0.97,0.99,8787900,8747553,0.03,2.7921,0.9954
512200.SH,南方中证全指房地产ETF,2018-01-03,0.99,0.99,1.01,0.99,1.00,10867500,10907648,0.01,1.0060,1.0037
512200.SH,南方中证全指房地产ETF,2018-01-04,1.00,1.00,1.01,1.00,1.01,8229700,8265106,0.00,0.1992,1.0043
512200.SH,南方中证全指房地产ETF,2018-01-05,1.01,1.01,1.06,1.00,1.04,21453800,22138462,0.04,3.5785,1.0319
512200.SH,南方中证全指房地产ETF,2018-01-08,1.04,1.10,1.10,1.05,1.07,18934700,20257591,0.02,2.3992,1.0699
512200.SH,南方中证全指房地产ETF,2018-01-09,1.07,1.06,1.08,1.06,1.07,10749200,11505710,0.00,0.1874,1.0704
512200.SH,南方中证全指房地产ETF,2018-01-10,1.07,1.07,1.08,1.06,1.07,4286500,4599348,-0.00,-0.0935,1.0730
512200.SH,南方中证全指房地产ETF,2018-01-11,1.07,1.06,1.07,1.05,1.06,6694000,7097340,-0.00,-0.3745,1.0603
512200.SH,南方中证全指房地产ETF,2018-01-12,1.06,1.07,1.09,1.07,1.08,8837500,9555245,0.01,1.4098,1.0812
512200.SH,南方中证全指房地产ETF,2018-01-15,1.08,1.08,1.09,1.06,1.07,8615100,9311090,-0.01,-0.6487,1.0808
512200.SH,南方中证全指房地产ETF,2018-01-16,1.07,1.06,1.15,1.06,1.14,23812900,26346665,0.06,5.8769,1.1064
512200.SH,南方中证全指房地产ETF,2018-01-17,1.14,1.13,1.14,1.09,1.12,19399800,21784686,-0.01,-1.2335,1.1229
512200.SH,南方中证全指房地产ETF,2018-01-18,1.12,1.12,1.12,1.10,1.11,11121800,12398743,-0.01,-0.8029,1.1148
512200.SH,南方中证全指房地产ETF,2018-01-19,1.11,1.11,1.13,1.09,1.11,15165300,16993901,0.00,0.1799,1.1206
512200.SH,南方中证全指房地产ETF,2018-01-22,1.11,1.11,1.11,1.10,1.11,7488000,8287441,-0.00,-0.3591,1.1068
512200.SH,南方中证全指房地产ETF,2018-01-23,1.11,1.11,1.15,1.11,1.14,18459600,20836294,0.03,2.9730,1.1288
512200.SH,南方中证全指房地产ETF,2018-01-24,1.14,1.14,1.15,1.12,1.13,12078900,13765202,-0.01,-1.2248,1.1396
512200.SH,南方中证全指房地产ETF,2018-01-25,1.13,1.12,1.12,1.10,1.11,7151200,7958386,-0.01,-1.2400,1.1129
512200.SH,南方中证全指房地产ETF,2018-01-26,1.11,1.11,1.14,1.11,1.13,13335000,15020919,0.01,1.1659,1.1264
512200.SH,南方中证全指房地产ETF,2018-01-29,1.13,1.13,1.14,1.11,1.12,9356200,10566061,-0.01,-0.7979,1.1293
512200.SH,南方中证全指房地产ETF,2018-01-30,1.12,1.11,1.12,1.09,1.09,3554000,3922067,-0.03,-2.4129,1.1036
512200.SH,南方中证全指房地产ETF,2018-01-31,1.09,1.10,1.12,1.08,1.11,6688100,7366438,0.01,1.3736,1.1014
512200.SH,南方中证全指房地产ETF,2018-02-01,1.11,1.11,1.11,1.08,1.08,9713200,10646179,-0.02,-2.1680,1.0961
512200.SH,南方中证全指房地产ETF,2018-02-02,1.08,1.08,1.08,1.01,1.08,7141200,7651178,-0.00,-0.1847,1.0714
512200.SH,南方中证全指房地产ETF,2018-02-05,1.08,1.06,1.09,1.06,1.08,4909800,5302172,0.00,0.3700,1.0799
512200.SH,南方中证全指房地产ETF,2018-02-06,1.08,1.06,1.07,1.02,1.03,7000100,7335947,-0.05,-5.0691,1.0480
512200.SH,南方中证全指房地产ETF,2018-02-07,1.03,1.06,1.06,0.97,0.98,6616000,6696677,-0.05,-4.5631,1.0122
512200.SH,南方中证全指房地产ETF,2018-02-08,0.98,0.98,0.99,0.95,0.98,3260400,3194960,-0.00,-0.4069,0.9799
512200.SH,南方中证全指房地产ETF,2018-02-09,0.98,0.93,0.96,0.91,0.92,4757100,4412759,-0.06,-5.9244,0.9276
512200.SH,南方中证全指房地产ETF,2018-02-12,0.92,0.93,0.95,0.92,0.94,5175300,4847254,0.02,2.3887,0.9366
512200.SH,南方中证全指房地产ETF,2018-02-13,0.94,0.94,0.98,0.94,0.97,3644400,3537835,0.02,2.4390,0.9708
512200.SH,南方中证全指房地产ETF,2018-02-14,0.97,0.96,0.97,0.95,0.97,2864700,2761416,0.01,0.6211,0.9639
512200.SH,南方中证全指房地产ETF,2018-02-22,0.97,0.98,0.99,0.98,0.98,1536600,1513631,0.01,1.3374,0.9851
512200.SH,南方中证全指房地产ETF,2018-02-23,0.98,0.98,1.01,0.98,1.00,6036600,6015132,0.01,1.3198,0.9964
512200.SH,南方中证全指房地产ETF,2018-02-26,1.00,0.99,1.00,0.97,0.99,4023400,3957317,-0.00,-0.3006,0.9836
512200.SH,南方中证全指房地产ETF,2018-02-27,0.99,0.99,0.99,0.97,0.97,3467200,3392916,-0.02,-2.3116,0.9786
512200.SH,南方中证全指房地产ETF,2018-02-28,0.97,0.97,0.99,0.96,0.99,8228100,8054649,0.02,1.6461,0.9789
512200.SH,南方中证全指房地产ETF,2018-03-01,0.99,0.98,0.99,0.96,0.98,9813800,9630972,-0.01,-1.2146,0.9814
512200.SH,南方中证全指房地产ETF,2018-03-02,0.98,0.96,0.99,0.96,0.98,7592100,7407974,0.00,0.0000,0.9757
512200.SH,南方中证全指房地产ETF,2018-03-05,0.98,0.98,0.99,0.98,0.98,5797400,5706900,0.00,0.1025,0.9844
512200.SH,南方中证全指房地产ETF,2018-03-06,0.98,0.98,1.01,0.97,1.01,11628200,11489606,0.03,3.0706,0.9881
512200.SH,南方中证全指房地产ETF,2018-03-07,1.01,1.01,1.01,0.99,1.00,3475100,3481034,-0.01,-0.9930,1.0017
512200.SH,南方中证全指房地产ETF,2018-03-08,1.00,0.99,1.01,0.99,1.01,2759000,2755025,0.01,1.2036,0.9986
512200.SH,南方中证全指房地产ETF,2018-03-09,1.01,1.01,1.01,1.00,1.00,3501300,3514872,-0.00,-0.4955,1.0039
512200.SH,南方中证全指房地产ETF,2018-03-12,1.00,1.00,1.00,0.98,0.99,3948300,3913116,-0.02,-1.4940,0.9911
512200.SH,南方中证全指房地产ETF,2018-03-13,0.99,0.99,0.99,0.98,0.99,3492900,3457130,-0.00,-0.1011,0.9898
512200.SH,南方中证全指房地产ETF,2018-03-14,0.99,0.98,1.00,0.98,0.99,6453100,6368302,0.00,0.2024,0.9869
512200.SH,南方中证全指房地产ETF,2018-03-15,0.99,0.99,0.99,0.98,0.98,2194600,2158248,-0.01,-0.8081,0.9834
512200.SH,南方中证全指房地产ETF,2018-03-16,0.98,0.98,1.00,0.98,0.99,4491100,4435519,0.01,0.5092,0.9876
512200.SH,南方中证全指房地产ETF,2018-03-19,0.99,0.99,0.99,0.97,0.97,2567800,2497282,-0.02,-1.5198,0.9725
512200.SH,南方中证全指房地产ETF,2018-03-20,0.97,0.97,0.97,0.96,0.97,6464800,6226896,-0.01,-0.6173,0.9632
512200.SH,南方中证全指房地产ETF,2018-03-21,0.97,0.97,0.98,0.96,0.97,6281700,6129317,0.01,0.5176,0.9757
512200.SH,南方中证全指房地产ETF,2018-03-22,0.97,0.96,0.97,0.96,0.96,785200,755458,-0.01,-1.0299,0.9621
512200.SH,南方中证全指房地产ETF,2018-03-23,0.96,0.94,0.96,0.91,0.93,2311500,2147348,-0.03,-3.5380,0.9290
512200.SH,南方中证全指房地产ETF,2018-03-26,0.93,0.93,0.93,0.91,0.92,915000,836006,-0.01,-0.5394,0.9137
512200.SH,南方中证全指房地产ETF,2018-03-27,0.92,0.94,0.94,0.93,0.94,3341900,3128657,0.01,1.5184,0.9362
512200.SH,南方中证全指房地产ETF,2018-03-28,0.94,0.92,0.94,0.92,0.94,2752000,2574347,-0.00,-0.1068,0.9354
512200.SH,南方中证全指房地产ETF,2018-03-29,0.94,0.94,0.99,0.93,0.97,4957800,4751471,0.04,3.8503,0.9584
512200.SH,南方中证全指房地产ETF,2018-03-30,0.97,0.97,0.97,0.95,0.96,2799900,2693957,-0.01,-1.0299,0.9622
512200.SH,南方中证全指房地产ETF,2018-04-02,0.96,0.96,0.98,0.96,0.96,6476700,6270344,0.00,0.0000,0.9681
512200.SH,南方中证全指房地产ETF,2018-04-03,0.96,0.95,0.96,0.94,0.95,6268200,5966181,-0.01,-0.7284,0.9518
512200.SH,南方中证全指房地产ETF,2018-04-04,0.95,0.95,0.96,0.95,0.95,3208900,3067271,-0.01,-0.7338,0.9559
512200.SH,南方中证全指房地产ETF,2018-04-09,0.95,0.95,0.95,0.93,0.94,1920100,1804443,-0.01,-0.8448,0.9398
512200.SH,南方中证全指房地产ETF,2018-04-10,0.94,0.94,0.96,0.94,0.96,3019900,2870826,0.02,2.2364,0.9506
512200.SH,南方中证全指房地产ETF,2018-04-11,0.96,0.96,0.98,0.96,0.97,4732500,4567135,0.01,1.1458,0.9651
512200.SH,南方中证全指房地产ETF,2018-04-12,0.97,0.96,0.98,0.95,0.96,1555300,1497121,-0.01,-1.2358,0.9626
512200.SH,南方中证全指房地产ETF,2018-04-13,0.96,0.96,0.97,0.95,0.95,634800,609511,-0.01,-0.9385,0.9602
512200.SH,南方中证全指房地产ETF,2018-04-16,0.95,0.95,0.95,0.92,0.93,1763900,1642435,-0.02,-2.3158,0.9311
512200.SH,南方中证全指房地产ETF,2018-04-17,0.93,0.93,0.93,0.91,0.92,1880500,1728500,-0.01,-1.2931,0.9192
512200.SH,南方中证全指房地产ETF,2018-04-18,0.92,0.92,0.93,0.91,0.92,2322700,2132614,0.01,0.5459,0.9182
512200.SH,南方中证全指房地产ETF,2018-04-19,0.92,0.92,0.93,0.90,0.92,678100,625059,0.00,0.1086,0.9218
512200.SH,南方中证全指房地产ETF,2018-04-20,0.92,0.92,0.92,0.91,0.91,1352900,1233348,-0.02,-1.7354,0.9116
512200.SH,南方中证全指房地产ETF,2018-04-23,0.91,0.91,0.91,0.90,0.91,1537900,1394777,0.00,0.1104,0.9069
512200.SH,南方中证全指房地产ETF,2018-04-24,0.91,0.91,0.93,0.91,0.93,3190100,2967360,0.02,2.4256,0.9302
512200.SH,南方中证全指房地产ETF,2018-04-25,0.93,0.93,0.93,0.92,0.92,1304800,1201756,-0.01,-0.9688,0.9210
512200.SH,南方中证全指房地产ETF,2018-04-26,0.92,0.93,0.93,0.90,0.90,2502600,2285607,-0.02,-1.8478,0.9133
512200.SH,南方中证全指房地产ETF,2018-04-27,0.90,0.91,0.91,0.89,0.90,3484100,3121426,-0.00,-0.3322,0.8959
512200.SH,南方中证全指房地产ETF,2018-05-02,0.90,0.90,0.91,0.90,0.90,1194900,1077348,0.00,0.1111,0.9016
512200.SH,南方中证全指房地产ETF,2018-05-03,0.90,0.90,0.91,0.89,0.90,856100,768165,0.00,0.2220,0.8973
512200.SH,南方中证全指房地产ETF,2018-05-04,0.90,0.91,0.91,0.90,0.90,2111500,1915611,0.00,0.1107,0.9072
512200.SH,南方中证全指房地产ETF,2018-05-07,0.90,0.91,0.92,0.90,0.91,2579700,2350249,0.01,1.1062,0.9111
512200.SH,南方中证全指房地产ETF,2018-05-08,0.91,0.91,0.93,0.91,0.93,2931400,2715011,0.01,1.5317,0.9262
512200.SH,南方中证全指房地产ETF,2018-05-09,0.93,0.93,0.93,0.92,0.92,1368700,1269551,-0.00,-0.4310,0.9276
512200.SH,南方中证全指房地产ETF,2018-05-10,0.92,0.93,0.93,0.92,0.93,420800,389685,0.01,0.6494,0.9261
512200.SH,南方中证全指房地产ETF,2018-05-11,0.93,0.93,0.93,0.92,0.92,1499100,1389784,-0.01,-0.8602,0.9271
512200.SH,南方中证全指房地产ETF,2018-05-14,0.92,0.93,0.93,0.92,0.92,1168000,1074207,-0.01,-0.5423,0.9197
512200.SH,南方中证全指房地产ETF,2018-05-15,0.92,0.92,0.92,0.92,0.92,237800,218376,0.00,0.4362,0.9183
512200.SH,南方中证全指房地产ETF,2018-05-16,0.92,0.92,0.92,0.91,0.92,477500,437325,-0.01,-0.6515,0.9159
512200.SH,南方中证全指房地产ETF,2018-05-17,0.92,0.92,0.92,0.91,0.91,1853800,1699235,-0.00,-0.4372,0.9166
512200.SH,南方中证全指房地产ETF,2018-05-18,0.91,0.91,0.92,0.91,0.92,607400,553734,0.01,0.5488,0.9116
512200.SH,南方中证全指房地产ETF,2018-05-21,0.92,0.92,0.92,0.92,0.92,558600,512828,0.00,0.0000,0.9181
512200.SH,南方中证全指房地产ETF,2018-05-22,0.92,0.91,0.91,0.90,0.91,1062200,962048,-0.01,-0.9825,0.9057
512200.SH,南方中证全指房地产ETF,2018-05-23,0.91,0.91,0.91,0.90,0.90,712300,640716,-0.01,-1.1025,0.8995
512200.SH,南方中证全指房地产ETF,2018-05-24,0.90,0.90,0.90,0.89,0.89,757300,677530,-0.00,-0.3344,0.8947
512200.SH,南方中证全指房地产ETF,2018-05-25,0.89,0.90,0.90,0.89,0.89,1416700,1264167,-0.01,-0.6711,0.8923
512200.SH,南方中证全指房地产ETF,2018-05-28,0.89,0.89,0.89,0.88,0.88,515100,455434,-0.01,-0.5631,0.8842
512200.SH,南方中证全指房地产ETF,2018-05-29,0.88,0.89,0.89,0.86,0.87,2014100,1751580,-0.01,-1.4723,0.8697
512200.SH,南方中证全指房地产ETF,2018-05-30,0.87,0.86,0.86,0.85,0.85,1467300,1252561,-0.02,-2.5287,0.8537
512200.SH,南方中证全指房地产ETF,2018-05-31,0.85,0.85,0.86,0.84,0.86,3206900,2722230,0.01,1.4151,0.8489
512200.SH,南方中证全指房地产ETF,2018-06-01,0.86,0.86,0.87,0.85,0.86,2664000,2293009,-0.00,-0.2326,0.8607
512200.SH,南方中证全指房地产ETF,2018-06-04,0.86,0.86,0.87,0.86,0.87,3155900,2737692,0.01,1.5152,0.8675
512200.SH,南方中证全指房地产ETF,2018-06-05,0.87,0.88,0.88,0.87,0.88,1434500,1250835,0.01,0.5741,0.8720
512200.SH,南方中证全指房地产ETF,2018-06-06,0.88,0.88,0.88,0.87,0.87,1427800,1243687,-0.00,-0.4566,0.8711
512200.SH,南方中证全指房地产ETF,2018-06-07,0.87,0.87,0.88,0.87,0.88,1669600,1464461,0.01,0.6881,0.8771
512200.SH,南方中证全指房地产ETF,2018-06-08,0.88,0.87,0.87,0.86,0.87,761300,658049,-0.01,-1.3667,0.8644
512200.SH,南方中证全指房地产ETF,2018-06-11,0.87,0.86,0.88,0.86,0.87,4594700,4004563,0.01,0.9238,0.8716
512200.SH,南方中证全指房地产ETF,2018-06-12,0.87,0.88,0.88,0.87,0.88,1497600,1311859,0.00,0.3432,0.8760
512200.SH,南方中证全指房地产ETF,2018-06-13,0.88,0.88,0.89,0.87,0.87,3960700,3489443,-0.00,-0.4561,0.8810
512200.SH,南方中证全指房地产ETF,2018-06-14,0.87,0.87,0.88,0.86,0.87,684100,595665,-0.00,-0.3436,0.8707
512200.SH,南方中证全指房地产ETF,2018-06-15,0.87,0.87,0.89,0.87,0.88,3326600,2929937,0.01,0.6897,0.8808
512200.SH,南方中证全指房地产ETF,2018-06-19,0.88,0.87,0.87,0.82,0.83,1582400,1336047,-0.04,-5.0228,0.8443
512200.SH,南方中证全指房地产ETF,2018-06-20,0.83,0.84,0.84,0.83,0.84,1520800,1270979,0.01,1.4423,0.8357
512200.SH,南方中证全指房地产ETF,2018-06-21,0.84,0.84,0.86,0.84,0.85,2199000,1874733,0.00,0.3555,0.8525
512200.SH,南方中证全指房地产ETF,2018-06-22,0.85,0.85,0.85,0.84,0.85,1560700,1319633,0.00,0.2361,0.8455
512200.SH,南方中证全指房地产ETF,2018-06-25,0.85,0.86,0.86,0.83,0.83,807400,676512,-0.02,-2.5913,0.8379
512200.SH,南方中证全指房地产ETF,2018-06-26,0.83,0.82,0.82,0.79,0.81,2006600,1607720,-0.02,-2.6602,0.8012
512200.SH,南方中证全指房地产ETF,2018-06-27,0.81,0.81,0.81,0.78,0.78,1759800,1378763,-0.02,-2.7329,0.7835
512200.SH,南方中证全指房地产ETF,2018-06-28,0.78,0.78,0.79,0.77,0.77,354200,276341,-0.01,-1.4049,0.7802
512200.SH,南方中证全指房地产ETF,2018-06-29,0.77,0.78,0.79,0.77,0.79,1076400,845564,0.02,2.7202,0.7855
512200.SH,南方中证全指房地产ETF,2018-07-02,0.79,0.79,0.79,0.76,0.76,1950100,1508293,-0.03,-4.0353,0.7734
512200.SH,南方中证全指房地产ETF,2018-07-03,0.76,0.76,0.77,0.75,0.77,1216400,923263,0.00,0.5256,0.7590
512200.SH,南方中证全指房地产ETF,2018-07-04,0.77,0.76,0.76,0.75,0.75,760700,574732,-0.01,-1.6993,0.7555
512200.SH,南方中证全指房地产ETF,2018-07-05,0.75,0.76,0.76,0.74,0.74,811400,604179,-0.01,-1.7287,0.7446
512200.SH,南方中证全指房地产ETF,2018-07-06,0.74,0.74,0.74,0.72,0.74,1091400,799268,0.00,0.2706,0.7323
512200.SH,南方中证全指房地产ETF,2018-07-09,0.74,0.74,0.76,0.74,0.76,1427200,1072148,0.01,1.8893,0.7512
512200.SH,南方中证全指房地产ETF,2018-07-10,0.76,0.75,0.77,0.75,0.76,6027100,4576386,0.01,1.0596,0.7593
512200.SH,南方中证全指房地产ETF,2018-07-11,0.76,0.75,0.75,0.74,0.75,691300,515918,-0.02,-2.2280,0.7463
512200.SH,南方中证全指房地产ETF,2018-07-12,0.75,0.75,0.76,0.75,0.76,448200,340340,0.01,1.8767,0.7593
512200.SH,南方中证全指房地产ETF,2018-07-13,0.76,0.76,0.78,0.76,0.76,2792400,2150209,0.00,0.5263,0.7700
512200.SH,南方中证全指房地产ETF,2018-07-16,0.76,0.76,0.76,0.75,0.75,801300,604794,-0.01,-1.3089,0.7548
512200.SH,南方中证全指房地产ETF,2018-07-17,0.75,0.75,0.75,0.74,0.75,748300,560967,-0.00,-0.3979,0.7497
512200.SH,南方中证全指房地产ETF,2018-07-18,0.75,0.75,0.75,0.74,0.74,601200,450212,-0.01,-0.9321,0.7489
512200.SH,南方中证全指房地产ETF,2018-07-19,0.74,0.74,0.75,0.74,0.74,555700,413973,-0.00,-0.5376,0.7450
512200.SH,南方中证全指房地产ETF,2018-07-20,0.74,0.74,0.76,0.73,0.75,915800,681644,0.01,1.4865,0.7443
512200.SH,南方中证全指房地产ETF,2018-07-23,0.75,0.75,0.77,0.74,0.77,941200,716499,0.01,1.8642,0.7613
512200.SH,南方中证全指房地产ETF,2018-07-24,0.77,0.77,0.80,0.77,0.79,2755700,2166637,0.02,2.6144,0.7862
