代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),均价(元)
162411.SZ,华宝标普油气A人民币,2012-06-08,--,0.86,0.86,0.84,0.85,132140,111813,--,--,0.8462
162411.SZ,华宝标普油气A人民币,2012-06-11,0.85,0.85,0.85,0.85,0.85,100208,85034,0.00,0.2358,0.8486
162411.SZ,华宝标普油气A人民币,2012-06-12,0.85,0.86,0.86,0.83,0.83,34082,29190,-0.02,-2.3529,0.8565
162411.SZ,华宝标普油气A人民币,2012-06-13,0.83,0.85,0.86,0.83,0.85,15384,13062,0.02,2.2892,0.8491
162411.SZ,华宝标普油气A人民币,2012-06-14,0.85,0.84,0.85,0.84,0.84,12918,10853,-0.01,-0.9423,0.8402
162411.SZ,华宝标普油气A人民币,2012-06-15,0.84,0.84,0.84,0.84,0.84,8629,7263,0.00,0.1189,0.8417
162411.SZ,华宝标普油气A人民币,2012-06-18,0.84,0.85,0.89,0.84,0.88,41347,35582,0.04,4.3943,0.8606
162411.SZ,华宝标普油气A人民币,2012-06-19,0.88,0.84,0.89,0.84,0.88,33019,28398,0.00,0.1138,0.8601
162411.SZ,华宝标普油气A人民币,2012-06-20,0.88,0.85,0.86,0.85,0.86,7087,6029,-0.02,-2.6136,0.8507
162411.SZ,华宝标普油气A人民币,2012-06-21,0.86,0.86,0.86,0.84,0.85,3110,2647,-0.01,-0.9335,0.8511
162411.SZ,华宝标普油气A人民币,2012-06-25,0.85,0.84,0.84,0.84,0.84,31316,26297,-0.01,-1.1779,0.8397
162411.SZ,华宝标普油气A人民币,2012-06-26,0.84,0.81,0.86,0.81,0.85,8136,6894,0.01,1.6687,0.8473
162411.SZ,华宝标普油气A人民币,2012-06-27,0.85,0.86,0.86,0.82,0.83,31485,26331,-0.02,-2.1102,0.8363
162411.SZ,华宝标普油气A人民币,2012-06-28,0.83,0.83,0.83,0.83,0.83,--,--,0.00,0.0000,--
162411.SZ,华宝标普油气A人民币,2012-06-29,0.83,0.83,0.85,0.83,0.85,35851,30334,0.01,1.4371,0.8461
162411.SZ,华宝标普油气A人民币,2012-07-02,0.85,0.88,0.88,0.86,0.87,146893,127986,0.02,2.7155,0.8713
162411.SZ,华宝标普油气A人民币,2012-07-03,0.87,0.88,0.89,0.88,0.88,50217,44238,0.01,1.3793,0.8809
162411.SZ,华宝标普油气A人民币,2012-07-04,0.88,0.94,0.94,0.89,0.92,67072,61024,0.04,3.9683,0.9098
162411.SZ,华宝标普油气A人民币,2012-07-05,0.92,0.90,0.92,0.90,0.90,13885,12581,-0.01,-1.4177,0.9061
162411.SZ,华宝标普油气A人民币,2012-07-06,0.90,0.90,0.90,0.90,0.90,15393,13896,0.00,0.0000,0.9028
162411.SZ,华宝标普油气A人民币,2012-07-09,0.90,0.89,0.89,0.88,0.88,19500,17243,-0.02,-2.2124,0.8843
162411.SZ,华宝标普油气A人民币,2012-07-10,0.88,0.90,0.90,0.90,0.90,3333,3011,0.02,2.0362,0.9033
162411.SZ,华宝标普油气A人民币,2012-07-11,0.90,0.87,0.90,0.87,0.90,13900,12456,-0.00,-0.4435,0.8961
162411.SZ,华宝标普油气A人民币,2012-07-12,0.90,0.86,0.90,0.86,0.86,23003,20208,-0.04,-3.8976,0.8785
162411.SZ,华宝标普油气A人民币,2012-07-13,0.86,0.86,0.86,0.86,0.86,--,--,0.00,0.0000,--
162411.SZ,华宝标普油气A人民币,2012-07-16,0.86,0.86,0.86,0.86,0.86,26048,22453,-0.00,-0.1159,0.8620
162411.SZ,华宝标普油气A人民币,2012-07-17,0.86,0.88,0.89,0.88,0.89,10000,8825,0.02,2.6682,0.8825
162411.SZ,华宝标普油气A人民币,2012-07-18,0.89,0.89,0.89,0.89,0.89,--,--,0.00,0.0000,--
162411.SZ,华宝标普油气A人民币,2012-07-19,0.89,0.92,0.92,0.92,0.92,200,183,0.03,3.5028,0.9160
162411.SZ,华宝标普油气A人民币,2012-07-20,0.92,0.93,0.93,0.93,0.93,3900,3616,0.01,1.2009,0.9272
162411.SZ,华宝标普油气A人民币,2012-07-23,0.93,0.90,0.92,0.87,0.89,29900,27238,-0.04,-4.2071,0.9110
162411.SZ,华宝标普油气A人民币,2012-07-24,0.89,0.87,0.87,0.87,0.87,4218,3680,-0.02,-1.6892,0.8724
162411.SZ,华宝标普油气A人民币,2012-07-25,0.87,0.87,0.87,0.85,0.86,590917,506431,-0.01,-0.9164,0.8570
162411.SZ,华宝标普油气A人民币,2012-07-26,0.86,0.86,0.86,0.86,0.86,17031,14618,-0.00,-0.2312,0.8583
162411.SZ,华宝标普油气A人民币,2012-07-27,0.86,0.87,0.87,0.87,0.87,1222500,1060021,0.01,1.0429,0.8671
162411.SZ,华宝标普油气A人民币,2012-07-30,0.87,0.89,0.91,0.89,0.91,523743,465251,0.03,3.7844,0.8883
162411.SZ,华宝标普油气A人民币,2012-07-31,0.91,0.91,0.91,0.91,0.91,--,--,0.00,0.0000,--
162411.SZ,华宝标普油气A人民币,2012-08-01,0.91,0.88,0.91,0.88,0.90,48443,43549,-0.00,-0.2210,0.8990
162411.SZ,华宝标普油气A人民币,2012-08-02,0.90,0.90,0.90,0.90,0.90,--,--,0.00,0.0000,--
162411.SZ,华宝标普油气A人民币,2012-08-03,0.90,0.90,0.90,0.90,0.90,--,--,0.00,0.0000,--
162411.SZ,华宝标普油气A人民币,2012-08-06,0.90,0.91,0.91,0.90,0.90,16900,15262,-0.00,-0.1107,0.9031
162411.SZ,华宝标普油气A人民币,2012-08-07,0.90,0.90,0.90,0.90,0.90,--,--,0.00,0.0000,--
162411.SZ,华宝标普油气A人民币,2012-08-08,0.90,0.91,0.91,0.91,0.91,23133,21058,0.01,0.8869,0.9103
162411.SZ,华宝标普油气A人民币,2012-08-09,0.91,0.91,0.92,0.91,0.92,65396,60195,0.01,1.2088,0.9205
162411.SZ,华宝标普油气A人民币,2012-08-10,0.92,0.92,0.93,0.92,0.93,49883,46174,0.01,0.6515,0.9256
162411.SZ,华宝标普油气A人民币,2012-08-13,0.93,0.93,0.93,0.93,0.93,21900,20292,0.00,0.0000,0.9266
162411.SZ,华宝标普油气A人民币,2012-08-14,0.93,0.92,0.93,0.92,0.93,2100,1948,0.00,0.1079,0.9274
162411.SZ,华宝标普油气A人民币,2012-08-15,0.93,0.94,0.94,0.93,0.93,4000,3721,0.00,0.2155,0.9303
162411.SZ,华宝标普油气A人民币,2012-08-16,0.93,0.93,0.95,0.93,0.93,15650,14709,0.00,0.0000,0.9399
162411.SZ,华宝标普油气A人民币,2012-08-17,0.93,0.94,0.95,0.94,0.94,59600,55914,0.01,0.9677,0.9382
162411.SZ,华宝标普油气A人民币,2012-08-20,0.94,0.94,0.96,0.94,0.94,65900,62846,0.00,0.2130,0.9536
162411.SZ,华宝标普油气A人民币,2012-08-21,0.94,0.95,0.95,0.94,0.94,12118,11442,-0.00,-0.1063,0.9442
162411.SZ,华宝标普油气A人民币,2012-08-22,0.94,0.96,0.96,0.95,0.95,23050,21996,0.01,0.8511,0.9543
162411.SZ,华宝标普油气A人民币,2012-08-23,0.95,0.96,0.96,0.96,0.96,19232,18459,0.01,1.2658,0.9598
162411.SZ,华宝标普油气A人民币,2012-08-24,0.96,0.96,0.96,0.92,0.95,7500,7123,-0.01,-1.1458,0.9497
162411.SZ,华宝标普油气A人民币,2012-08-27,0.95,0.95,0.95,0.94,0.94,26800,25358,-0.01,-0.8430,0.9462
162411.SZ,华宝标普油气A人民币,2012-08-28,0.94,0.94,0.94,0.94,0.94,1100,1035,0.00,0.0000,0.9410
162411.SZ,华宝标普油气A人民币,2012-08-29,0.94,0.94,0.94,0.94,0.94,6700,6299,-0.00,-0.1063,0.9402
162411.SZ,华宝标普油气A人民币,2012-08-30,0.94,0.93,0.94,0.93,0.93,17802,16566,-0.01,-1.0638,0.9306
162411.SZ,华宝标普油气A人民币,2012-08-31,0.93,0.93,0.93,0.93,0.93,--,--,0.00,0.0000,--
162411.SZ,华宝标普油气A人民币,2012-09-03,0.93,0.94,0.96,0.94,0.96,2500,2373,0.03,3.7634,0.9492
162411.SZ,华宝标普油气A人民币,2012-09-04,0.96,0.96,0.97,0.96,0.97,1100,1063,0.00,0.4145,0.9661
162411.SZ,华宝标普油气A人民币,2012-09-05,0.97,0.95,0.95,0.95,0.95,300,285,-0.02,-1.9608,0.9500
162411.SZ,华宝标普油气A人民币,2012-09-06,0.95,0.94,0.94,0.93,0.93,9700,9023,-0.02,-2.5263,0.9302
162411.SZ,华宝标普油气A人民币,2012-09-07,0.93,0.93,0.94,0.93,0.94,4132,3861,0.01,1.2959,0.9343
162411.SZ,华宝标普油气A人民币,2012-09-10,0.94,0.94,0.95,0.94,0.95,6302,5982,0.02,1.8124,0.9492
162411.SZ,华宝标普油气A人民币,2012-09-11,0.95,0.95,0.96,0.95,0.96,6000,5757,0.01,0.9424,0.9595
162411.SZ,华宝标普油气A人民币,2012-09-12,0.96,0.97,0.98,0.97,0.98,63500,61949,0.02,1.5560,0.9756
162411.SZ,华宝标普油气A人民币,2012-09-13,0.98,0.98,0.98,0.98,0.98,--,--,0.00,0.0000,--
162411.SZ,华宝标普油气A人民币,2012-09-14,0.98,0.99,1.08,0.99,1.08,54112,53749,0.10,10.0102,0.9933
162411.SZ,华宝标普油气A人民币,2012-09-17,1.08,1.08,1.08,1.01,1.05,141034,144349,-0.03,-2.7855,1.0235
162411.SZ,华宝标普油气A人民币,2012-09-18,1.05,1.02,1.04,1.01,1.02,96322,98450,-0.02,-2.2923,1.0221
162411.SZ,华宝标普油气A人民币,2012-09-19,1.02,1.00,1.02,1.00,1.02,33424,33696,-0.00,-0.0978,1.0081
162411.SZ,华宝标普油气A人民币,2012-09-20,1.02,1.00,1.00,0.99,0.99,20400,20292,-0.03,-3.3268,0.9947
162411.SZ,华宝标普油气A人民币,2012-09-21,0.99,1.00,1.00,0.98,1.00,62900,62025,0.01,1.2146,0.9861
162411.SZ,华宝标普油气A人民币,2012-09-24,1.00,1.00,1.00,0.98,0.98,31800,31849,-0.02,-2.0000,1.0016
162411.SZ,华宝标普油气A人民币,2012-09-25,0.98,1.00,1.01,1.00,1.01,18000,18107,0.03,2.7551,1.0059
162411.SZ,华宝标普油气A人民币,2012-09-26,1.01,1.01,1.01,1.01,1.01,--,--,0.00,0.0000,--
162411.SZ,华宝标普油气A人民币,2012-09-27,1.01,1.03,1.03,1.01,1.01,1500,1535,0.00,0.2979,1.0233
162411.SZ,华宝标普油气A人民币,2012-09-28,1.01,0.98,1.01,0.98,1.01,21100,20855,0.00,0.0000,0.9884
162411.SZ,华宝标普油气A人民币,2012-10-08,1.01,1.00,1.00,1.00,1.00,10400,10408,-0.01,-0.8911,1.0008
162411.SZ,华宝标普油气A人民币,2012-10-09,1.00,1.00,1.01,0.97,1.00,46900,46844,-0.00,-0.1998,0.9988
162411.SZ,华宝标普油气A人民币,2012-10-10,1.00,1.01,1.01,1.01,1.01,4400,4441,0.01,1.0010,1.0092
162411.SZ,华宝标普油气A人民币,2012-10-11,1.01,1.02,1.10,1.02,1.10,87900,96585,0.09,9.0188,1.0988
162411.SZ,华宝标普油气A人民币,2012-10-12,1.10,1.10,1.10,1.05,1.05,3008,3199,-0.05,-4.7273,1.0636
162411.SZ,华宝标普油气A人民币,2012-10-15,1.05,1.06,1.06,1.01,1.01,700,735,-0.03,-3.1489,1.0500
162411.SZ,华宝标普油气A人民币,2012-10-16,1.01,1.01,1.05,1.01,1.03,29200,30087,0.02,1.4778,1.0304
162411.SZ,华宝标普油气A人民币,2012-10-17,1.03,1.10,1.10,1.10,1.10,300,330,0.07,6.6990,1.0990
162411.SZ,华宝标普油气A人民币,2012-10-18,1.10,1.10,1.10,1.01,1.08,68214,69763,-0.01,-1.2739,1.0227
162411.SZ,华宝标普油气A人民币,2012-10-19,1.08,1.17,1.17,1.00,1.03,47900,51054,-0.05,-4.6083,1.0659
162411.SZ,华宝标普油气A人民币,2012-10-22,1.03,1.02,1.02,1.01,1.02,7000,7128,-0.01,-1.4493,1.0183
162411.SZ,华宝标普油气A人民币,2012-10-23,1.02,1.02,1.02,1.02,1.02,--,--,0.00,0.0000,--
162411.SZ,华宝标普油气A人民币,2012-10-24,1.02,1.02,1.02,1.00,1.02,46900,47748,-0.00,-0.0980,1.0181
162411.SZ,华宝标普油气A人民币,2012-10-25,1.02,1.00,1.00,0.98,1.00,32100,32039,-0.02,-1.8646,0.9981
162411.SZ,华宝标普油气A人民币,2012-10-26,1.00,1.00,1.00,1.00,1.00,--,--,0.00,0.0000,--
162411.SZ,华宝标普油气A人民币,2012-10-29,1.00,0.97,0.98,0.94,0.98,53019,50656,-0.02,-2.1000,0.9554
162411.SZ,华宝标普油气A人民币,2012-10-30,0.98,0.98,0.98,0.96,0.96,12600,12268,-0.02,-1.9408,0.9737
162411.SZ,华宝标普油气A人民币,2012-10-31,0.96,0.96,0.96,0.96,0.96,300,290,0.01,0.5208,0.9650
162411.SZ,华宝标普油气A人民币,2012-11-01,0.96,0.96,1.04,0.96,1.04,33200,32112,0.07,7.5648,0.9672
162411.SZ,华宝标普油气A人民币,2012-11-02,1.04,1.00,1.00,1.00,1.00,2400,2398,-0.04,-3.7572,0.9990
162411.SZ,华宝标普油气A人民币,2012-11-05,1.00,0.98,1.01,0.95,0.98,3100,3001,-0.02,-2.3023,0.9682
162411.SZ,华宝标普油气A人民币,2012-11-06,0.98,0.99,0.99,0.99,0.99,100,99,0.01,1.4344,0.9900
162411.SZ,华宝标普油气A人民币,2012-11-07,0.99,0.99,0.99,0.99,0.99,9000,8953,0.01,0.5051,0.9947
162411.SZ,华宝标普油气A人民币,2012-11-08,0.99,1.02,1.02,0.91,0.99,101401,93027,-0.00,-0.1005,0.9174
162411.SZ,华宝标普油气A人民币,2012-11-09,0.99,0.94,0.96,0.93,0.94,119751,111959,-0.05,-5.4326,0.9349
162411.SZ,华宝标普油气A人民币,2012-11-12,0.94,0.93,0.94,0.93,0.93,4938,4597,-0.01,-0.9574,0.9310
162411.SZ,华宝标普油气A人民币,2012-11-13,0.93,0.92,0.92,0.92,0.92,2000,1841,-0.01,-1.1815,0.9204
162411.SZ,华宝标普油气A人民币,2012-11-14,0.92,0.92,0.92,0.92,0.92,--,--,0.00,0.0000,--
162411.SZ,华宝标普油气A人民币,2012-11-15,0.92,0.93,0.93,0.92,0.92,3800,3490,-0.00,-0.2174,0.9185
162411.SZ,华宝标普油气A人民币,2012-11-16,0.92,0.92,0.96,0.90,0.93,57416,53127,0.01,1.4161,0.9253
162411.SZ,华宝标普油气A人民币,2012-11-19,0.93,0.93,1.02,0.91,0.95,79949,79167,0.02,1.8260,0.9902
162411.SZ,华宝标普油气A人民币,2012-11-20,0.95,0.92,0.99,0.85,0.96,76316,67301,0.01,1.0549,0.8819
162411.SZ,华宝标普油气A人民币,2012-11-21,0.96,0.93,0.98,0.93,0.96,73214,70377,0.01,0.5219,0.9613
162411.SZ,华宝标普油气A人民币,2012-11-22,0.96,1.00,1.00,0.91,0.97,65600,61280,0.01,0.9346,0.9341
162411.SZ,华宝标普油气A人民币,2012-11-23,0.97,0.96,1.00,0.96,1.00,50300,49632,0.03,2.6749,0.9867
162411.SZ,华宝标普油气A人民币,2012-11-26,1.00,0.94,0.98,0.92,0.98,51300,47639,-0.02,-1.9038,0.9286
162411.SZ,华宝标普油气A人民币,2012-11-27,0.98,0.97,0.97,0.97,0.97,27500,26707,-0.01,-0.8172,0.9712
162411.SZ,华宝标普油气A人民币,2012-11-28,0.97,0.94,0.96,0.91,0.96,37078,34319,-0.01,-1.3388,0.9256
162411.SZ,华宝标普油气A人民币,2012-11-29,0.96,0.95,0.98,0.93,0.93,30400,29370,-0.03,-3.1315,0.9661
162411.SZ,华宝标普油气A人民币,2012-11-30,0.93,0.93,0.96,0.92,0.96,30400,28089,0.04,3.8793,0.9240
162411.SZ,华宝标普油气A人民币,2012-12-03,0.96,0.94,0.96,0.93,0.96,4200,3924,0.00,0.1037,0.9342
162411.SZ,华宝标普油气A人民币,2012-12-04,0.96,0.93,0.97,0.93,0.97,29600,28597,0.00,0.1036,0.9661
162411.SZ,华宝标普油气A人民币,2012-12-05,0.97,0.93,0.95,0.87,0.95,36430,33032,-0.02,-1.8634,0.9067
162411.SZ,华宝标普油气A人民币,2012-12-06,0.95,0.94,0.94,0.94,0.94,10900,10213,-0.01,-1.1603,0.9370
162411.SZ,华宝标普油气A人民币,2012-12-07,0.94,0.92,0.92,0.92,0.92,49180,45292,-0.01,-1.4941,0.9210
162411.SZ,华宝标普油气A人民币,2012-12-10,0.92,0.92,0.94,0.92,0.94,13000,12003,0.01,1.4085,0.9233
162411.SZ,华宝标普油气A人民币,2012-12-11,0.94,0.94,0.98,0.92,0.93,40538,38548,-0.01,-0.6410,0.9509
162411.SZ,华宝标普油气A人民币,2012-12-12,0.93,0.95,0.95,0.95,0.95,100,95,0.02,2.5806,0.9540
162411.SZ,华宝标普油气A人民币,2012-12-13,0.95,0.93,0.95,0.93,0.93,27000,25090,-0.02,-2.3061,0.9293
162411.SZ,华宝标普油气A人民币,2012-12-14,0.93,0.95,1.02,0.93,0.96,54300,53669,0.03,2.7897,0.9884
162411.SZ,华宝标普油气A人民币,2012-12-17,0.96,0.93,0.94,0.87,0.93,102700,94256,-0.03,-3.0271,0.9178
162411.SZ,华宝标普油气A人民币,2012-12-18,0.93,0.95,0.95,0.93,0.93,21100,19985,0.00,0.1076,0.9472
162411.SZ,华宝标普油气A人民币,2012-12-19,0.93,0.97,0.97,0.95,0.96,89130,85875,0.03,3.7634,0.9635
162411.SZ,华宝标普油气A人民币,2012-12-20,0.96,0.96,0.96,0.96,0.96,--,--,0.00,0.0000,--
162411.SZ,华宝标普油气A人民币,2012-12-21,0.96,0.95,0.97,0.95,0.97,6800,6493,0.01,0.6218,0.9549
162411.SZ,华宝标普油气A人民币,2012-12-24,0.97,0.95,0.96,0.95,0.96,5400,5199,-0.01,-0.8239,0.9627
162411.SZ,华宝标普油气A人民币,2012-12-25,0.96,0.96,0.96,0.96,0.96,5333,5128,-0.00,-0.1038,0.9615
162411.SZ,华宝标普油气A人民币,2012-12-26,0.96,0.96,0.96,0.96,0.96,--,--,0.00,0.0000,--
162411.SZ,华宝标普油气A人民币,2012-12-27,0.96,0.96,0.96,0.96,0.96,600,575,-0.00,-0.4158,0.9580
162411.SZ,华宝标普油气A人民币,2012-12-28,0.96,0.94,0.97,0.94,0.97,21791,20619,0.01,1.0438,0.9462
162411.SZ,华宝标普油气A人民币,2012-12-31,0.97,0.95,0.95,0.93,0.93,83500,77846,-0.04,-3.9256,0.9323
162411.SZ,华宝标普油气A人民币,2013-01-04,0.93,0.94,0.95,0.94,0.95,42021,39661,0.02,1.9355,0.9438
162411.SZ,华宝标普油气A人民币,2013-01-07,0.95,0.95,0.97,0.95,0.97,34999,33491,0.02,1.8987,0.9569
162411.SZ,华宝标普油气A人民币,2013-01-08,0.97,0.94,0.95,0.94,0.95,2299,2156,-0.02,-1.8634,0.9380
162411.SZ,华宝标普油气A人民币,2013-01-09,0.95,0.95,0.95,0.95,0.95,17951,17076,0.00,0.4219,0.9513
162411.SZ,华宝标普油气A人民币,2013-01-10,0.95,0.96,0.97,0.96,0.96,30900,29738,0.01,1.3655,0.9624
162411.SZ,华宝标普油气A人民币,2013-01-11,0.96,0.96,0.96,0.96,0.96,300,288,-0.01,-0.6218,0.9590
162411.SZ,华宝标普油气A人民币,2013-01-14,0.96,0.95,0.97,0.95,0.97,17000,16218,0.01,1.0428,0.9540
162411.SZ,华宝标普油气A人民币,2013-01-15,0.97,0.97,0.97,0.96,0.96,7000,6762,-0.01,-0.9288,0.9659
162411.SZ,华宝标普油气A人民币,2013-01-16,0.96,0.96,0.96,0.96,0.96,--,--,0.00,0.0000,--
162411.SZ,华宝标普油气A人民币,2013-01-17,0.96,0.96,0.98,0.96,0.97,11062,10706,0.01,1.0417,0.9678
162411.SZ,华宝标普油气A人民币,2013-01-18,0.97,0.96,0.98,0.96,0.98,27862,27268,0.01,1.0309,0.9787
162411.SZ,华宝标普油气A人民币,2013-01-21,0.98,0.99,0.99,0.98,0.98,10932,10781,0.00,0.1020,0.9862
162411.SZ,华宝标普油气A人民币,2013-01-22,0.98,0.98,0.98,0.98,0.98,--,--,0.00,0.0000,--
162411.SZ,华宝标普油气A人民币,2013-01-23,0.98,0.99,1.00,0.99,1.00,4700,4680,0.02,1.8349,0.9958
162411.SZ,华宝标普油气A人民币,2013-01-24,1.00,0.99,0.99,0.99,0.99,24932,24657,-0.01,-0.8008,0.9890
162411.SZ,华宝标普油气A人民币,2013-01-25,0.99,0.99,0.99,0.99,0.99,--,--,0.00,0.0000,--
162411.SZ,华宝标普油气A人民币,2013-01-28,0.99,0.99,1.01,0.99,1.00,2632,2613,0.01,0.6054,0.9928
162411.SZ,华宝标普油气A人民币,2013-01-29,1.00,1.00,1.01,0.98,1.01,1200,1186,0.01,1.1033,0.9884
162411.SZ,华宝标普油气A人民币,2013-01-30,1.01,1.00,1.01,1.00,1.01,16900,16943,0.00,0.1984,1.0025
162411.SZ,华宝标普油气A人民币,2013-01-31,1.01,1.01,1.01,1.01,1.01,--,--,0.00,0.0000,--
162411.SZ,华宝标普油气A人民币,2013-02-01,1.01,1.02,1.02,1.02,1.02,2000,2036,0.01,0.7921,1.0180
162411.SZ,华宝标普油气A人民币,2013-02-04,1.02,1.02,1.02,1.02,1.02,8100,8290,0.01,0.6876,1.0235
162411.SZ,华宝标普油气A人民币,2013-02-05,1.02,0.99,1.04,0.99,1.00,6136,6159,-0.02,-2.4390,1.0037
162411.SZ,华宝标普油气A人民币,2013-02-06,1.00,1.00,1.00,1.00,1.00,8100,8129,0.00,0.3000,1.0036
162411.SZ,华宝标普油气A人民币,2013-02-07,1.00,1.01,1.01,1.01,1.01,3900,3928,0.01,0.4985,1.0071
162411.SZ,华宝标普油气A人民币,2013-02-08,1.01,1.01,1.01,1.01,1.01,--,--,0.00,0.0000,--
162411.SZ,华宝标普油气A人民币,2013-02-18,1.01,1.02,1.02,1.02,1.02,3900,3966,0.01,0.8929,1.0170
162411.SZ,华宝标普油气A人民币,2013-02-19,1.02,1.02,1.02,1.00,1.01,5500,5562,-0.01,-0.8850,1.0112
162411.SZ,华宝标普油气A人民币,2013-02-20,1.01,1.01,1.03,1.01,1.03,8436,8700,0.02,2.3810,1.0313
162411.SZ,华宝标普油气A人民币,2013-02-21,1.03,1.02,1.02,1.02,1.02,4700,4789,-0.01,-1.2597,1.0190
162411.SZ,华宝标普油气A人民币,2013-02-22,1.02,1.09,1.09,0.98,0.98,21300,21754,-0.03,-3.3366,1.0213
162411.SZ,华宝标普油气A人民币,2013-02-25,0.98,0.89,1.05,0.89,1.04,3600,3530,0.06,5.8883,0.9806
162411.SZ,华宝标普油气A人民币,2013-02-26,1.04,0.99,1.02,0.99,1.02,1300,1289,-0.02,-2.3969,0.9918
162411.SZ,华宝标普油气A人民币,2013-02-27,1.02,0.98,1.02,0.98,0.98,10400,10217,-0.04,-3.4381,0.9824
162411.SZ,华宝标普油气A人民币,2013-02-28,0.98,0.98,0.98,0.98,0.98,--,--,0.00,0.0000,--
162411.SZ,华宝标普油气A人民币,2013-03-01,0.98,1.06,1.06,0.98,0.98,2200,2164,-0.00,-0.3052,0.9839
162411.SZ,华宝标普油气A人民币,2013-03-04,0.98,0.94,0.94,0.94,0.94,19400,18275,-0.04,-3.8776,0.9420
162411.SZ,华宝标普油气A人民币,2013-03-05,0.94,0.97,0.99,0.97,0.99,49300,48387,0.04,4.6709,0.9815
162411.SZ,华宝标普油气A人民币,2013-03-06,0.99,0.99,1.00,0.99,1.00,27400,27166,0.01,1.4199,0.9915
162411.SZ,华宝标普油气A人民币,2013-03-07,1.00,0.99,0.99,0.99,0.99,100,99,-0.01,-1.4000,0.9860
162411.SZ,华宝标普油气A人民币,2013-03-08,0.99,1.00,1.00,1.00,1.00,13500,13526,0.02,1.6227,1.0019
162411.SZ,华宝标普油气A人民币,2013-03-11,1.00,1.04,1.04,1.02,1.04,30500,31119,0.04,3.5928,1.0203
162411.SZ,华宝标普油气A人民币,2013-03-12,1.04,1.04,1.04,1.04,1.04,--,--,0.00,0.0000,--
162411.SZ,华宝标普油气A人民币,2013-03-13,1.04,1.02,1.02,1.02,1.02,3000,3066,-0.02,-1.5414,1.0220
162411.SZ,华宝标普油气A人民币,2013-03-14,1.02,1.04,1.05,1.04,1.05,6300,6549,0.03,2.7397,1.0395
162411.SZ,华宝标普油气A人民币,2013-03-15,1.05,1.03,1.15,1.03,1.05,36000,37588,0.00,0.2857,1.0441
162411.SZ,华宝标普油气A人民币,2013-03-18,1.05,1.05,1.05,1.04,1.05,17000,17820,-0.00,-0.4748,1.0483
162411.SZ,华宝标普油气A人民币,2013-03-19,1.05,1.04,1.07,1.04,1.05,37000,38556,0.00,0.1908,1.0421
162411.SZ,华宝标普油气A人民币,2013-03-20,1.05,1.03,1.04,1.03,1.03,29300,30345,-0.02,-1.5238,1.0357
162411.SZ,华宝标普油气A人民币,2013-03-21,1.03,1.03,1.03,1.03,1.03,--,--,0.00,0.0000,--
162411.SZ,华宝标普油气A人民币,2013-03-22,1.03,1.02,1.13,1.02,1.02,163500,169183,-0.01,-0.8704,1.0348
162411.SZ,华宝标普油气A人民币,2013-03-25,1.02,1.06,1.06,1.04,1.04,59700,62089,0.02,1.4634,1.0400
162411.SZ,华宝标普油气A人民币,2013-03-26,1.04,1.02,1.02,1.01,1.01,1000,1011,-0.03,-2.7885,1.0111
162411.SZ,华宝标普油气A人民币,2013-03-27,1.01,1.02,1.05,1.02,1.04,80900,83667,0.03,2.6706,1.0342
162411.SZ,华宝标普油气A人民币,2013-03-28,1.04,1.03,1.04,1.03,1.04,15100,15688,0.00,0.0963,1.0389
162411.SZ,华宝标普油气A人民币,2013-03-29,1.04,1.02,1.02,1.02,1.02,28400,29053,-0.02,-1.5399,1.0230
162411.SZ,华宝标普油气A人民币,2013-04-01,1.02,1.02,1.07,1.02,1.07,11800,12494,0.05,4.4966,1.0588
162411.SZ,华宝标普油气A人民币,2013-04-02,1.07,1.07,1.07,1.07,1.07,--,--,0.00,0.0000,--
162411.SZ,华宝标普油气A人民币,2013-04-03,1.07,1.02,1.03,1.02,1.03,9300,9504,-0.04,-4.0225,1.0219
162411.SZ,华宝标普油气A人民币,2013-04-08,1.03,1.00,1.12,0.99,1.02,29700,29646,-0.01,-0.7797,0.9982
162411.SZ,华宝标普油气A人民币,2013-04-09,1.02,1.09,1.09,1.02,1.02,2700,2808,0.00,0.0982,1.0402
162411.SZ,华宝标普油气A人民币,2013-04-10,1.02,1.02,1.02,1.02,1.02,1700,1732,0.00,0.0000,1.0190
162411.SZ,华宝标普油气A人民币,2013-04-11,1.02,1.03,1.03,1.03,1.03,2200,2262,0.01,0.8832,1.0280
162411.SZ,华宝标普油气A人民币,2013-04-12,1.03,1.03,1.03,1.03,1.03,--,--,0.00,0.0000,--
162411.SZ,华宝标普油气A人民币,2013-04-15,1.03,1.03,1.03,1.03,1.03,--,--,0.00,0.0000,--
162411.SZ,华宝标普油气A人民币,2013-04-16,1.03,1.03,1.03,1.03,1.03,--,--,0.00,0.0000,--
162411.SZ,华宝标普油气A人民币,2013-04-17,1.03,1.03,1.03,1.03,1.03,--,--,0.00,0.0000,--
162411.SZ,华宝标普油气A人民币,2013-04-18,1.03,0.96,0.96,0.96,0.96,10000,9592,-0.07,-6.7121,0.9591
162411.SZ,华宝标普油气A人民币,2013-04-19,0.96,1.00,1.03,1.00,1.00,51100,51130,0.04,4.2753,1.0006
